sample_name	anonymized_name	collection_timestamp	depth	description	disease_status	dna_extracted	env_biome	env_feature	env_material	env_package	extracted_dna_avail_now	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	lux_max	lux_mean	nh3_nox_po4_units	nh3_pa	nh3_pb	nox_pa	nox_pb	physical_specimen_location	physical_specimen_remaining	po4_pa	po4_pb	public	qiita_study_id	sample_type	scientific_name	season	state_location	taxon_id	temp	temp_max	temp_mean	title	wave_max	wave_mean
2229.S2.N11.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N11 EH37F8	2012-04-05	0.11	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N11 EH37F8	309355	-33.9983	151.2467	17911	2170	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	20.54347581	23.1	20.54	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	11.8	0.5
2229.S2.N11.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N11 EH47F9	2012-04-05	0.11	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N11 EH47F9	309355	-33.9983	151.2467	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	20.2	22.43	20.21	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S2.N11.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N11 EH57F10	2012-04-05	0.11	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N11 EH57F10	309355	-33.9983	151.2467	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	20.2	22.43	20.21	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S2.N12.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N12 EH17F11	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N12 EH17F11	309355	-34.0193	151.2315	16533	2291	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.70089655	19.66	17.7	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	12.4	0.9
2229.S2.N12.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N12 EH27F12	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N12 EH27F12	309355	-34.0193	151.2315	16533	2291	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.70089655	19.66	17.7	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	12.4	0.9
2229.S2.N12.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N12 EH37G1	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N12 EH37G1	309355	-34.0193	151.2315	16533	2291	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.70089655	19.66	17.7	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	12.4	0.9
2229.S2.N12.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N12 EH47G2	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N12 EH47G2	309355	-34.0193	151.2315	7578	1431	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.75832759	19.38	17.76	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	16.4	0.9
2229.S2.N12.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N12 EH57G3	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N12 EH57G3	309355	-34.0193	151.2315	7578	1431	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.75832759	19.38	17.76	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	16.4	0.9
2229.S2.N13.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N13 EH17G4	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N13 EH17G4	309355	-33.9667	151.257	7578	1431	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.75832759	19.38	17.76	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	16.4	0.9
2229.S2.N13.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N13 EH27G5	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N13 EH27G5	309355	-33.9667	151.257	7578	1431	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.75832759	19.38	17.76	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	16.4	0.9
2229.S2.N13.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N13 EH37G6	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N13 EH37G6	309355	-33.9667	151.257	7578	1431	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.75832759	19.38	17.76	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	16.4	0.9
2229.S2.N13.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N13 EH47G7	2012-04-05	0.105	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N13 EH47G7	309355	-33.9667	151.257	7578	1431	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	17.75832759	19.38	17.76	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	16.4	0.9
2229.S2.N2.4.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.4 HE114B6	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.4 HE114B6	309355	-35.8052	150.2273	6545	535	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - south	1300146	13.24537097	13.46	13.25	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	10.4	0.8
2229.S2.N2.4.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.4 HE214B7	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.4 HE214B7	309355	-35.8052	150.2273	3272	386	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.10856452	13.17	13.11	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	10.1	0.7
2229.S2.N2.4.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.4 HE314B8	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.4 HE314B8	309355	-35.8052	150.2273	6545	535	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.24537097	13.46	13.25	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	10.4	0.8
2229.S2.N2.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.4 HE414B9	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.4 HE414B9	309355	-35.8052	150.2273	6545	535	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.24537097	13.46	13.25	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	10.4	0.8
2229.S2.N2.4.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.4 HE514B10	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.4 HE514B10	309355	-35.8052	150.2273	6545	535	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.24537097	13.46	13.25	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	10.4	0.8
2229.S2.N2.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-HP18D2	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-HP18D2	112068	-35.8052	150.2273	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18	19.57	18.02	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S2.N2.4.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-HP28D3	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-HP28D3	112068	-35.8052	150.2273	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18	19.57	18.02	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S2.N2.4.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-HP38D4	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-HP38D4	112068	-35.8052	150.2273	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18	19.57	18.02	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S2.N2.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-HP48D5	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-HP48D5	112068	-35.8052	150.2273	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18	19.57	18.02	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S2.N2.4.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-HP58D6	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-HP58D6	112068	-35.8052	150.2273	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.4.SP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-SP18D7	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-SP18D7	112068	-35.8052	150.2273	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.4.SP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-SP28D8	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-SP28D8	112068	-35.8052	150.2273	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.4.SP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-SP38D9	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-SP38D9	112068	-35.8052	150.2273	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.4.SP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-SP48D10	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-SP48D10	112068	-35.8052	150.2273	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.4.SP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.4-SP58D11	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.4-SP58D11	112068	-35.8052	150.2273	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.5.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.5-HP18D12	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.5-HP18D12	112068	-35.7853	150.2338	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.5-HP28E1	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.5-HP28E1	112068	-35.7853	150.2338	4822	742	mg/L	0.083	0.119	0.02	0.012	Thomas lab	TRUE	0.038	0.036	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.4255	19.76	18.43	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.5-HP38E2	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.5-HP38E2	112068	-35.7853	150.2338	4822	742	mg/L	0.041	0.023	0.009357	0.013	Thomas lab	TRUE	0.042	0.038	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.63216667	19.76	18.63	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.5.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.5-HP48E3	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.5-HP48E3	112068	-35.7853	150.2338	4822	742	mg/L	0.041	0.023	0.009357	0.013	Thomas lab	TRUE	0.042	0.038	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.63216667	19.76	18.63	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.5.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.5-HP58E4	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.5-HP58E4	112068	-35.7853	150.2338	4822	742	mg/L	0.041	0.023	0.009357	0.013	Thomas lab	TRUE	0.042	0.038	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.63216667	19.76	18.63	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.6.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.6 HE114B11	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.6 HE114B11	309355	-35.859	150.1811	3272	247	mg/L	0.021	0.074	0.001359	0.002711	Thomas lab	TRUE	0.002807	0.024	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.0681129	13.27	13.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	8.3	0.8
2229.S2.N2.6.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.6 HE214B12	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.6 HE214B12	309355	-35.859	150.1811	3272	247	mg/L	0.021	0.074	0.001359	0.002711	Thomas lab	TRUE	0.002807	0.024	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.0681129	13.27	13.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	8.3	0.8
2229.S2.N2.6.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.6 HE314C1	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.6 HE314C1	309355	-35.859	150.1811	3272	247	mg/L	0.021	0.074	0.001359	0.002711	Thomas lab	TRUE	0.002807	0.024	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.0681129	13.27	13.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	8.3	0.8
2229.S2.N2.6.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.6 HE414C2	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.6 HE414C2	309355	-35.859	150.1811	3272	247	mg/L	0.021	0.074	0.001359	0.002711	Thomas lab	TRUE	0.002807	0.024	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.0681129	13.27	13.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	8.3	0.8
2229.S2.N2.6.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2 N2.6 HE514C3	2012-04-14	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Sick	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:Tasmania	kelp	Ecklonia radiata	UNSWS2 N2.6 HE514C3	309355	-35.859	150.1811	3272	247	mg/L	0.021	0.074	0.001359	0.002711	Thomas lab	TRUE	0.002807	0.024	TRUE	2229	kelp mucus	algae metagenome	Summer 1	Tasmania - centre	1300146	13.0681129	13.27	13.07	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	8.3	0.8
2229.S2.N2.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.6-HP18E5	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.6-HP18E5	112068	-35.859	150.1811	4822	742	mg/L	0.041	0.023	0.009357	0.013	Thomas lab	TRUE	0.042	0.038	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.63216667	19.76	18.63	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
2229.S2.N2.6.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS2-N2.6-HP28E6	2012-04-14	0.01-0.02	DNA from surface swab of Phyllospora comosa macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	cray weed	Phyllospora comosa	UNSWS2-N2.6-HP28E6	112068	-35.859	150.1811	4822	742	mg/L	0.041	0.023	0.009357	0.013	Thomas lab	TRUE	0.042	0.038	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - north	1300146	18.63216667	19.76	18.63	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	15.3	1.1
