sample_name	age	age_unit	altitude	altitude_m	anonymized_name	ave_group_size	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	dist_nearest_neighbor	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	gut_physiology	height_or_length	height_or_length_unit	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	location	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title	tot_mass	tot_mass_unit
963.Iguana.20.052010.LAB.vial.65	Missing: Not provided	years	0	0.0	Iguana-20_052010_LAB_vial-65	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-20	GAZ:Panama	0	0	gut metagenome Iguana-20	herbivore	Missing: Not provided	TRUE	77	77	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	69	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-20	sk__Eukaryota	8517	9.163	9.163	Barro Colorado Island	-79.838	-79.838	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	10.3	g
963.Iguana.202.060611.BOH.vial.881	Missing: Not provided	years	0	0.0	Iguana-202_060611_BOH_vial-881	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-06	GAZ:Panama	0	0	gut metagenome Iguana-202	herbivore	0.25	TRUE	33	33	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	81	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-202	sk__Eukaryota	8517	9.186	9.186	Barro Colorado Nature Monument	-79.83	-79.83	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	16.9	g
963.Iguana.203.060611.BOH.vial.855	Missing: Not provided	years	0	0.0	Iguana-203_060611_BOH_vial-855	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-06	GAZ:Panama	0	0	gut metagenome Iguana-203	herbivore	0.25	TRUE	34	34	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-203	sk__Eukaryota	8517	9.191	9.191	Barro Colorado Nature Monument	-79.846	-79.846	California State University, Northridge	TRUE	TRUE				963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.9	g
963.Iguana.204.060611.LAB.vial.852	Missing: Not provided	years	0	0.0	Iguana-204_060611_LAB_vial-852	2	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-06	GAZ:Panama	0	0	gut metagenome Iguana-204	herbivore	1	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	75	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-204	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.5	g
963.Iguana.204.060811.LAB.vial.928	Missing: Not provided	years	0	0.0	Iguana-204_060811_LAB_vial-928	2	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-08	GAZ:Panama	0	0	gut metagenome Iguana-204	herbivore	1.25	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	75	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-204	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12	g
963.Iguana.208.060711.BVP.vial.866	Missing: Not provided	years	0	0.0	Iguana-208_060711_BVP_vial-866	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-07	GAZ:Panama	0	0	gut metagenome Iguana-208	herbivore	Missing: Not provided	TRUE	33	33	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	78	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-208	sk__Eukaryota	8517	9.186	9.186	Barro Colorado Nature Monument	-79.83	-79.83	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.25	g
963.Iguana.209.060711.BVP.vial.867	Missing: Not provided	years	0	0.0	Iguana-209_060711_BVP_vial-867	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-07	GAZ:Panama	0	0	gut metagenome Iguana-209	herbivore	1.5	TRUE	33	33	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	77	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-209	sk__Eukaryota	8517	9.186	9.186	Barro Colorado Nature Monument	-79.83	-79.83	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.6	g
963.Iguana.21.052010.LAB.vial.59	Missing: Not provided	years	0	0.0	Iguana-21_052010_LAB_vial-59	3	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-20	GAZ:Panama	0	0	gut metagenome Iguana-21	herbivore	1	TRUE	77	77	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	70	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-21	sk__Eukaryota	8517	9.163	9.163	Barro Colorado Island	-79.838	-79.838	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.8	g
963.Iguana.210.060711.BVP.vial.885	Missing: Not provided	years	0	0.0	Iguana-210_060711_BVP_vial-885	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-07	GAZ:Panama	0	0	gut metagenome Iguana-210	herbivore	1.5	TRUE	33	33	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	77	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-210	sk__Eukaryota	8517	9.186	9.186	Barro Colorado Nature Monument	-79.83	-79.83	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.9	g
963.Iguana.212.060711.BVP.vial.898	Missing: Not provided	years	0	0.0	Iguana-212_060711_BVP_vial-898	4	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-07	GAZ:Panama	0	0	gut metagenome Iguana-212	herbivore	3	TRUE	33	33	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	80	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-212	sk__Eukaryota	8517	9.186	9.186	Barro Colorado Nature Monument	-79.83	-79.83	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	Missing: Not provided	g
963.Iguana.221.061011.BOH.vial.914	Missing: Not provided	years	0	0.0	Iguana-221_061011_BOH_vial-914	7	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-10	GAZ:Panama	0	0	gut metagenome Iguana-221	herbivore	0	TRUE	42	42	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	75	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-221	sk__Eukaryota	8517	9.19	9.19	Barro Colorado Nature Monument	-79.841	-79.841	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12	g
963.Iguana.222.061011.BOH.vial.915	Missing: Not provided	years	0	0.0	Iguana-222_061011_BOH_vial-915	7	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-10	GAZ:Panama	0	0	gut metagenome Iguana-222	herbivore	1.5	TRUE	42	42	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-222	sk__Eukaryota	8517	9.19	9.19	Barro Colorado Nature Monument	-79.841	-79.841	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.75	g
963.Iguana.223.061011.BOH.vial.920	Missing: Not provided	years	0	0.0	Iguana-223_061011_BOH_vial-920	3	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-10	GAZ:Panama	0	0	gut metagenome Iguana-223	herbivore	0.1	TRUE	34	34	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	77	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-223	sk__Eukaryota	8517	9.191	9.191	Barro Colorado Nature Monument	-79.846	-79.846	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.25	g
963.Iguana.225.061011.SUR.vial.959	Missing: Not provided	years	0	0.0	Iguana-225_061011_SUR_vial-959	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-10	GAZ:Panama	0	0	gut metagenome Iguana-225	herbivore	Missing: Not provided	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-225	sk__Eukaryota	8517	9.187	9.187	Barro Colorado Nature Monument	-79.843	-79.843	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	11.5	g
963.Iguana.227.061011.BOH.vial.990	Missing: Not provided	years	0	0.0	Iguana-227_061011_BOH_vial-990	2	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-10	GAZ:Panama	0	0	gut metagenome Iguana-227	herbivore	0	TRUE	34	34	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-227	sk__Eukaryota	8517	9.191	9.191	Barro Colorado Nature Monument	-79.846	-79.846	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.25	g
963.Iguana.229.061111.SUR.vial.996	Missing: Not provided	years	0	0.0	Iguana-229_061111_SUR_vial-996	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-11	GAZ:Panama	0	0	gut metagenome Iguana-229	herbivore	Missing: Not provided	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-229	sk__Eukaryota	8517	9.187	9.187	Barro Colorado Nature Monument	-79.843	-79.843	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14	g
963.Iguana.23.052210.BCO.vial.88	Missing: Not provided	years	0	0.0	Iguana-23_052210_BCO_vial-88	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-22	GAZ:Panama	0	0	gut metagenome Iguana-23	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	70	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-23	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.8	g
963.Iguana.230.061211.GAM.vial.962	Missing: Not provided	years	0	0.0	Iguana-230_061211_GAM_vial-962	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-12	GAZ:Panama	0	0	gut metagenome Iguana-230	herbivore	Missing: Not provided	TRUE	35	35	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Gamboa	hind gut fermenter	81	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-230	sk__Eukaryota	8517	9.119	9.119	Gamboa	-79.727	-79.727	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	Missing: Not provided	g
963.Iguana.236.061311.BOH.vial.1000	Missing: Not provided	years	0	0.0	Iguana-236_061311_BOH_vial-1000	1	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-13	GAZ:Panama	0	0	gut metagenome Iguana-236	herbivore	Missing: Not provided	TRUE	34	34	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	82	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-236	sk__Eukaryota	8517	9.191	9.191	Barro Colorado Nature Monument	-79.846	-79.846	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	18.25	g
963.Iguana.26.052310.BCO.vial.85	Missing: Not provided	years	0	0.0	Iguana-26_052310_BCO_vial-85	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-23	GAZ:Panama	0	0	gut metagenome Iguana-26	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-26	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15	g
963.Iguana.26.052910.BCO.vial.128	Missing: Not provided	years	0	0.0	Iguana-26_052910_BCO_vial-128	3	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-29	GAZ:Panama	0	0	gut metagenome Iguana-26	herbivore	0	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	77	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-26	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.7	g
963.Iguana.26.060810.BCO.vial.215	Missing: Not provided	years	0	0.0	Iguana-26_060810_BCO_vial-215	1.5	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-08	GAZ:Panama	0	0	gut metagenome Iguana-26	herbivore	2.18125	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-26	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	16.4	g
963.Iguana.27.052510.BCO.vial.147	Missing: Not provided	years	0	0.0	Iguana-27_052510_BCO_vial-147	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-25	GAZ:Panama	0	0	gut metagenome Iguana-27	herbivore	1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	72	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-27	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.8	g
963.Iguana.27.052710.BCO.vial.134	Missing: Not provided	years	0	0.0	Iguana-27_052710_BCO_vial-134	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Panama	0	0	gut metagenome Iguana-27	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	73	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-27	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.4	g
963.Iguana.27.053010.BCO.vial.162	Missing: Not provided	years	0	0.0	Iguana-27_053010_BCO_vial-162	1.333333	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-30	GAZ:Panama	0	0	gut metagenome Iguana-28	herbivore	1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	74	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-28	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.4	g
963.Iguana.27.060110.BCO.vial.152	Missing: Not provided	years	0	0.0	Iguana-27_060110_BCO_vial-152	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-01	GAZ:Panama	0	0	gut metagenome Iguana-28	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	74	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-28	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.4	g
963.Iguana.27.060310.BCO.vial.193	Missing: Not provided	years	0	0.0	Iguana-27_060310_BCO_vial-193	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-03	GAZ:Panama	0	0	gut metagenome Iguana-27	herbivore	0.25	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	74	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-27	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.4	g
