sample_name	altitude_m	anonymized_name	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	light_kilolux_7days	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	taxon_id	temp	temperature_deg_c	title
933.N.2.1.S.E.3	0.0	UNSW0038	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0038	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.1.S.E.4	0.0	UNSW0039	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0039	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.1.S.E.5	0.0	UNSW0040	2011-04-14	GAZ:Australia	8.5	8.5	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0040	sk__Eukaryota	309355	-35.748	-35.748	1111.271	150.2545	150.2545	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.H.E.1	0.0	UNSW0041	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0041	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.H.E.2	0.0	UNSW0042	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0042	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.H.E.3	0.0	UNSW0043	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0043	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.H.E.4	0.0	UNSW0044	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0044	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.H.E.5	0.0	UNSW0045	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0045	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.S.E.1	0.0	UNSW0046	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0046	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.S.E.2	0.0	UNSW0047	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0047	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.S.E.3	0.0	UNSW0048	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0048	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.S.E.4	0.0	UNSW0049	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0049	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.2.S.E.5	0.0	UNSW0050	2011-04-14	GAZ:Australia	9.1	9.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0050	sk__Eukaryota	309355	-35.817	-35.817	1134.499	150.2332	150.2332	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	20.6	20.6	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.E.1	0.0	UNSW0051	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0051	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.E.2	0.0	UNSW0052	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0052	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.E.3	0.0	UNSW0053	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0053	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.E.4	0.0	UNSW0054	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0054	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.E.5	0.0	UNSW0055	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0055	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.P.1	0.0	UNSW0091	2011-04-15	GAZ:Australia	7.9	7.9	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0091	sk__Eukaryota	112068	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.P.2	0.0	UNSW0092	2011-04-15	GAZ:Australia	7.9	7.9	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0092	sk__Eukaryota	112068	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.P.3	0.0	UNSW0093	2011-04-15	GAZ:Australia	7.9	7.9	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0093	sk__Eukaryota	112068	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.P.4	0.0	UNSW0094	2011-04-15	GAZ:Australia	7.9	7.9	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0094	sk__Eukaryota	112068	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.H.P.5	0.0	UNSW0095	2011-04-15	GAZ:Australia	7.9	7.9	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0095	sk__Eukaryota	112068	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.S.E.1	0.0	UNSW0056	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0056	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.S.E.2	0.0	UNSW0057	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0057	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.S.E.3	0.0	UNSW0058	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0058	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.S.E.4	0.0	UNSW0059	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0059	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.2.3.S.E.5	0.0	UNSW0060	2011-04-14	GAZ:Australia	7.9	7.9	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0060	sk__Eukaryota	309355	-35.781	-35.781	799.6549	150.2372167	150.2372167	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	21	21.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.3.1.H.E.1	0.0	UNSW0061	2011-04-15	GAZ:Australia	12	12.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0061	sk__Eukaryota	309355	-31.76795	-31.76795	690.4429	152.808883	152.808883	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23	23.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.3.1.H.E.2	0.0	UNSW0062	2011-04-15	GAZ:Australia	12	12.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0062	sk__Eukaryota	309355	-31.76795	-31.76795	690.4429	152.808883	152.808883	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23	23.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.3.1.H.E.3	0.0	UNSW0063	2011-04-15	GAZ:Australia	12	12.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0063	sk__Eukaryota	309355	-31.76795	-31.76795	690.4429	152.808883	152.808883	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23	23.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.3.1.H.E.4	0.0	UNSW0064	2011-04-15	GAZ:Australia	12	12.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0064	sk__Eukaryota	309355	-31.76795	-31.76795	690.4429	152.808883	152.808883	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23	23.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.3.1.H.E.5	0.0	UNSW0065	2011-04-15	GAZ:Australia	12	12.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0065	sk__Eukaryota	309355	-31.76795	-31.76795	690.4429	152.808883	152.808883	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23	23.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.N.3.1.S.E.1	0.0	UNSW0066	2011-04-15	GAZ:Australia	12	12.0	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0066	sk__Eukaryota	309355	-31.76795	-31.76795	690.4429	152.808883	152.808883	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	23	23.0	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
