sample_name	adult	altitude_m	anonymized_name	body_habitat	body_product	body_site	clean_bat_bag	collection_timestamp	country	depth	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	health_status	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	overnight_bat_bag	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	site	title
1734.BLANK.4		0.0	BLANK.4					Not applicable	GAZ:United States of America	0	0	BLANK.4			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK.4	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true	Control	Negative	Sterile water blank	1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.BLANK.5		0.0	BLANK.5					Not applicable	GAZ:United States of America	0	0	BLANK.5			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK.5	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true	Control	Negative	Sterile water blank	1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.BLANK.6		0.0	BLANK.6					Not applicable	GAZ:United States of America	0	0	BLANK.6			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK.6	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true				1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.BLANK.7		0.0	BLANK.7					Not applicable	GAZ:United States of America	0	0	BLANK.7			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK.7	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true	Control	Negative	Sterile water blank	1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.BLANK.8		0.0	BLANK.8					Not applicable	GAZ:United States of America	0	0	BLANK.8			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK.8	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true				1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.BLANK.9		0.0	BLANK.9					Not applicable	GAZ:United States of America	0	0	BLANK.9			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK.9	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true	Control	Negative	Sterile water blank	1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.Ext.BLANK		0.0	Ext.BLANK					Not applicable	GAZ:United States of America	0	0	Ext.BLANK			true	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Ext.BLANK	Not applicable	Not applicable	40.01	40.01	-105.27	-105.27		CCME	true	true	Control	Negative	Sterile water blank	1734	metagenomes	408169		metagenome			Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Artlit1		0.0	LD.Artlit1	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Artlit1	Herbivore	Frugivore Fruits	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	great fruit-eating bat	f__Phyllostomidae	g__Artibeus	k__Metazoa	o__Chiroptera	p__Chordata	Artibeus lituratus	s__Artibeus_lituratus	Artlit1	sk__Eukaryota	27634	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Carsow1		0.0	LD.Carsow1	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Carsow1	Herbivore	Frugivore Fruits	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Carollia	k__Metazoa	o__Chiroptera	p__Chordata	Carollia sowelli	s__Carollia_sowelli	Carsow1	sk__Eukaryota	208969	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1218		0.0	LD.DTS1218	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-14	GAZ:Ecuador	0	0	LD.DTS1218	Omnivore	Nectivore Nectar  insects  fruit	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	bats	f__	g__	k__Metazoa	o__Chiroptera	p__Chordata	Chiroptera	s__	DTS1218	sk__Eukaryota	9397	-0.351	-0.351	-76.058	-76.058		CCME	true	true				1734	gut metagenome	749906	pellet	bat metagenome	male	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1220		0.0	LD.DTS1218	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-14	GAZ:Ecuador	0	0	LD.DTS1218	Omnivore	Nectivore Nectar  insects  fruit	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	bats	f__	g__	k__Metazoa	o__Chiroptera	p__Chordata	Chiroptera	s__	DTS1218	sk__Eukaryota	9397	-0.351	-0.351	-76.058	-76.058		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1221		0.0	LD.DTS1220	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-17	GAZ:Ecuador	0	0	LD.DTS1220	Carnivore	Insectivore Insects	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Vespertilionidae	g__Myotis	k__Metazoa	o__Chiroptera	p__Chordata	Myotis nigricans	s__Myotis_nigricans	DTS1220	sk__Eukaryota	153286	-0.351	-0.351	-76.058	-76.058		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1222		0.0	LD.DTS1221	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-17	GAZ:Ecuador	0	0	LD.DTS1221	Carnivore	Insectivore Insects occasional fruit	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Pygmy round-eared bat	f__Phyllostomidae	g__Lophostoma	k__Metazoa	o__Chiroptera	p__Chordata	Lophostoma brasiliense	s__Lophostoma_brasiliense	DTS1221	sk__Eukaryota	409031	-0.351	-0.351	-76.058	-76.058		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1224		0.0	LD.DTS1222	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-17	GAZ:Ecuador	0	0	LD.DTS1222	Omnivore	Nectivore Nectar  insects  fruit	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Pallas's long-tongued bat	f__Phyllostomidae	g__Glossophaga	k__Metazoa	o__Chiroptera	p__Chordata	Glossophaga soricina	s__Glossophaga_soricina	DTS1222	sk__Eukaryota	27638	-0.351	-0.351	-76.058	-76.058		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1225		0.0	LD.DTS1225	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-17	GAZ:Ecuador	0	0	LD.DTS1225	Carnivore	Insectivore Insects	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	velvety Myotis	f__Vespertilionidae	g__Myotis	k__Metazoa	o__Chiroptera	p__Chordata	Myotis simus	s__Myotis_simus	DTS1225	sk__Eukaryota	270776	-0.351	-0.351	-76.058	-76.058		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.DTS1230		0.0	LD.DTS1230	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-19	GAZ:Ecuador	0	0	LD.DTS1230	Omnivore	Omnivore feed on fruits  beetles  moths  lizards  small mammals	true	260.0	260.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Chrotopterus	k__Metazoa	o__Chiroptera	p__Chordata	Chrotopterus auritus	s__Chrotopterus_auritus	DTS1230	sk__Eukaryota	148086	-0.351	-0.351	-76.058	-76.058		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Pa_acocha	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Glosor1		0.0	LD.Glosor1	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Glosor1	Omnivore	Nectivore Nectar  insects  fruit	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Pallas's long-tongued bat	f__Phyllostomidae	g__Glossophaga	k__Metazoa	o__Chiroptera	p__Chordata	Glossophaga soricina	s__Glossophaga_soricina	Glosor1	sk__Eukaryota	27638	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Glosor2		0.0	LD.Glosor2	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Glosor2	Omnivore	Nectivore Nectar  insects  fruit	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Pallas's long-tongued bat	f__Phyllostomidae	g__Glossophaga	k__Metazoa	o__Chiroptera	p__Chordata	Glossophaga soricina	s__Glossophaga_soricina	Glosor2	sk__Eukaryota	27638	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1047C		0.0	LD.NBS1047C	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-23	GAZ:Belize	0	0	LD.NBS1047C	Omnivore	Frugivore Fruits  insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	little yellow-shouldered bat	f__Phyllostomidae	g__Sturnira	k__Metazoa	o__Chiroptera	p__Chordata	Sturnira lilium	s__Sturnira_lilium	NBS1047C	sk__Eukaryota	27660	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1049B		0.0	LD.NBS1049B	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-24	GAZ:Belize	0	0	LD.NBS1049B	Omnivore	Frugivore Fruits  pollen  insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	dwarf fruit-eating bat	f__Phyllostomidae	g__Artibeus	k__Metazoa	o__Chiroptera	p__Chordata	Artibeus phaeotis	s__Artibeus_phaeotis	NBS1049B	sk__Eukaryota	40229	17.746	17.746	-88.065	-88.065		CCME	true	true				1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1051E		0.0	LD.NBS1051E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1051E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Parnell's mustached bat	f__Mormoopidae	g__Pteronotus	k__Metazoa	o__Chiroptera	p__Chordata	Pteronotus parnellii	s__Pteronotus_parnellii	NBS1051E	sk__Eukaryota	59476	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1051F		0.0	LD.NBS1051F	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1051F	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Parnell's mustached bat	f__Mormoopidae	g__Pteronotus	k__Metazoa	o__Chiroptera	p__Chordata	Pteronotus parnellii	s__Pteronotus_parnellii	NBS1051F	sk__Eukaryota	59476	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1053E		0.0	LD.NBS1053E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1053E	Carnivore	Sanguivore blood	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	common vampire bat	f__Phyllostomidae	g__Desmodus	k__Metazoa	o__Chiroptera	p__Chordata	Desmodus rotundus	s__Desmodus_rotundus	NBS1053E	sk__Eukaryota	9430	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1054E		0.0	LD.NBS1054E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1054E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Micronycteris	k__Metazoa	o__Chiroptera	p__Chordata	Micronycteris microtis	s__Micronycteris_microtis	NBS1054E	sk__Eukaryota	249008	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1055E		0.0	LD.NBS1055E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1055E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Davy's naked-backed bat	f__Mormoopidae	g__Pteronotus	k__Metazoa	o__Chiroptera	p__Chordata	Pteronotus davyi	s__Pteronotus_davyi	NBS1055E	sk__Eukaryota	94956	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1056E		0.0	LD.NBS1056E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1056E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	greater sac-winged bat	f__Emballonuridae	g__Saccopteryx	k__Metazoa	o__Chiroptera	p__Chordata	Saccopteryx bilineata	s__Saccopteryx_bilineata	NBS1056E	sk__Eukaryota	59482	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1060E		0.0	LD.NBS1060E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1060E	Carnivore	Carnivore moths  lizards small mammals	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Trachops	k__Metazoa	o__Chiroptera	p__Chordata	Trachops cirrhosus	s__Trachops_cirrhosus	NBS1060E	sk__Eukaryota	148073	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1061E		0.0	LD.NBS1061E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1061E	Omnivore	Omnivore feed on fruits  beetles  moths  lizards  small mammals	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Chrotopterus	k__Metazoa	o__Chiroptera	p__Chordata	Chrotopterus auritus	s__Chrotopterus_auritus	NBS1061E	sk__Eukaryota	148086	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1062E		0.0	LD.NBS1062E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-25	GAZ:Belize	0	0	LD.NBS1062E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	greater dog-like bat	f__Emballonuridae	g__Peropteryx	k__Metazoa	o__Chiroptera	p__Chordata	Peropteryx kappleri	s__Peropteryx_kappleri	NBS1062E	sk__Eukaryota	249014	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1067E		0.0	LD.NBS1067E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.NBS1067E	Herbivore	Frugivore Fruits	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Jamaican fruit-eating bat	f__Phyllostomidae	g__Artibeus	k__Metazoa	o__Chiroptera	p__Chordata	Artibeus jamaicensis	s__Artibeus_jamaicensis	NBS1067E	sk__Eukaryota	9417	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1068E		0.0	LD.NBS1068E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.NBS1068E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	ghost-faced bat	f__Mormoopidae	g__Mormoops	k__Metazoa	o__Chiroptera	p__Chordata	Mormoops megalophylla	s__Mormoops_megalophylla	NBS1068E	sk__Eukaryota	59460	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1069E		0.0	LD.NBS1069E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.NBS1069E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Sinaloan mastiff bat	f__Molossidae	g__Molossus	k__Metazoa	o__Chiroptera	p__Chordata	Molossus sinaloae	s__Molossus_sinaloae	NBS1069E	sk__Eukaryota	58076	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1070E		0.0	LD.NBS1070E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.NBS1070E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Argentine brown bat	f__Vespertilionidae	g__Eptesicus	k__Metazoa	o__Chiroptera	p__Chordata	Eptesicus furinalis	s__Eptesicus_furinalis	NBS1070E	sk__Eukaryota	124746	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1072E		0.0	LD.NBS1072E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1072E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	proboscis bat	f__Emballonuridae	g__Rhynchonycteris	k__Metazoa	o__Chiroptera	p__Chordata	Rhynchonycteris naso	s__Rhynchonycteris_naso	NBS1072E	sk__Eukaryota	249017	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
