sample_name	adult_diet	altitude_m	annual_season_precpt	annual_season_temp	anonymized_name	arachnid	barometric_presure	blood	carb_nitro_ratio	class	cmin_rate	collection_timestamp	country	depth	depth_m	description	dew_point_temp	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	end_time	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	family	general_diet	genus_species	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	insect	land_use	latitude	latitude_deg	longitude	longitude_deg	max_wind_speed	order_tax	ph	ph_meth	phloem	physical_specimen_location	physical_specimen_remaining	place	public	qiita_study_id	relative_humidity	sample_scientific_name	sample_set	sample_taxid	sample_type	scientific_name	silt_clay	soil_moisture_deficit	soil_type	solar_radiation	specific_location	specific_location_name	start_time	superorder	taxon_id	temp	temperature_deg_c	texture	title	tot_nitro	tot_org_carb	tot_org_nitro	wind_cardinal_directions	wind_speed
1521.Am2.1.s.7.1.sequences	Not applicable	0.0	Not applicable	Not applicable	Am2.1	Not applicable	Not applicable	Not applicable	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Am2.1	0	Missing: Not provided	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Missing: Not provided	Missing: Not provided	Missing: Not provided	USA	c__	insects	f__	g__	k__Metazoa	o__	p__Arthropoda	Hexapoda	s__	Am2.1	sk__Eukaryota	6960	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Missing: Not provided	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#1	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Missing: Not provided	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Am2.2.s.7.1.sequences	Not applicable	0.0	Not applicable	Not applicable	Am2.2	Not applicable	Not applicable	Not applicable	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Am2.2	0	Missing: Not provided	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Missing: Not provided	Missing: Not provided	Missing: Not provided	USA	c__	insects	f__	g__	k__Metazoa	o__	p__Arthropoda	Hexapoda	s__	Am2.2	sk__Eukaryota	6960	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Missing: Not provided	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#1	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Missing: Not provided	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Am2.3.s.7.1.sequences	Not applicable	0.0	Not applicable	Not applicable	Am2.3	Not applicable	Not applicable	Not applicable	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Am2.3	0	Missing: Not provided	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Missing: Not provided	Missing: Not provided	Missing: Not provided	USA	c__	insects	f__	g__	k__Metazoa	o__	p__Arthropoda	Hexapoda	s__	Am2.3	sk__Eukaryota	6960	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Missing: Not provided	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#1	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Missing: Not provided	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Am2.4.s.7.1.sequences	Not applicable	0.0	Not applicable	Not applicable	Am2.4	Not applicable	Not applicable	Not applicable	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Am2.4	0	Missing: Not provided	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Missing: Not provided	Missing: Not provided	Missing: Not provided	USA	c__	insects	f__	g__	k__Metazoa	o__	p__Arthropoda	Hexapoda	s__	Am2.4	sk__Eukaryota	6960	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Missing: Not provided	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#1	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Missing: Not provided	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Am3.s.7.1.sequences	Not applicable	0.0	Not applicable	Not applicable	Am3	Not applicable	Not applicable	Not applicable	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Am3	0	Missing: Not provided	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Missing: Not provided	Missing: Not provided	Missing: Not provided	USA	c__	insects	f__	g__	k__Metazoa	o__	p__Arthropoda	Hexapoda	s__	Am3	sk__Eukaryota	6960	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Missing: Not provided	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#1	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Missing: Not provided	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid1.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	H105AG.1	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid1	0	Herbivore	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	H105AG.1	sk__Eukaryota	80765	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid10.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	H87PN.1	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid10	0	Herbivore	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	H87PN.1	sk__Eukaryota	693967	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid11.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	H87PN.2	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid11	0	Herbivore	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	H87PN.2	sk__Eukaryota	693967	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid12.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	H87PN.3	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid12	0	Herbivore	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	H87PN.3	sk__Eukaryota	693967	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid13.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K182PN.1	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid13	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	K182PN.1	sk__Eukaryota	693967	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid14.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K182PN.2	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid14	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	K182PN.2	sk__Eukaryota	693967	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid15.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K182PN.3	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid15	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	K182PN.3	sk__Eukaryota	693967	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid16.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K183AG.1	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid16	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	K183AG.1	sk__Eukaryota	80765	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid17.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K183AG.2	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid17	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	K183AG.2	sk__Eukaryota	80765	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid18.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K183AG.3	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid18	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	K183AG.3	sk__Eukaryota	80765	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid19.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K93AG.1	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid19	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	K93AG.1	sk__Eukaryota	80765	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid2.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	H105AG.2	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid2	0	Herbivore	TRUE	1492.95	1492.95	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	H105AG.2	sk__Eukaryota	80765	TRUE	Not applicable	19.9	19.9	-155.58	-155.58	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid20.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K93AG.2	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid20	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	K93AG.2	sk__Eukaryota	80765	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid21.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K93AG.3	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid21	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	Aphis gossyppii	USA	c__Insecta	cotton aphid	f__Aphididae	g__Aphis	k__Metazoa	o__Hemiptera	p__Arthropoda	Aphis gossypii	s__Aphis_gossypii	K93AG.3	sk__Eukaryota	80765	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid22.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K93PN.1	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid22	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	K93PN.1	sk__Eukaryota	693967	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid23.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K93PN.2	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid23	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	K93PN.2	sk__Eukaryota	693967	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
1521.Aphid24.s.7.1.sequences	Phloem	0.0	Not applicable	Not applicable	K93PN.3	FALSE	Not applicable	FALSE	Not applicable	Insecta	Not applicable	Not applicable	GAZ:United States of America	Not applicable	0	insect sample Aphid24	0	Herbivore	TRUE	677.4	677.4	True	EMP sample	Host-associated	Animal	Animal secretion	Not applicable	urban biome	insecta-associated habitat	bodily fluid	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	TRUE	Aphididae	Herbivore	P negranervosa	USA	c__Insecta	banana aphid	f__Aphididae	g__Pentalonia	k__Metazoa	o__Hemiptera	p__Arthropoda	Pentalonia nigronervosa	s__Pentalonia_nigronervosa	K93PN.3	sk__Eukaryota	693967	TRUE	Not applicable	22.1	22.1	-159.53	-159.53	Not applicable	Hemiptera	Not applicable	electrode	TRUE	CCME	FALSE	Not applicable	TRUE	1521	Not applicable	insect metagenome	Insect#4	1234904	insect	insect metagenome	Not applicable	Not applicable	Not applicable	Not applicable	Missing: Not provided	Not applicable	Not applicable	Exopterygota	1234904	Not applicable	Not applicable	Not applicable	Samples presented at EMP conference June 2011 Shenzhen	Not applicable	Not applicable	Not applicable		Not applicable
