sample_name	agrochem_addition	altitude_m	annual_season_precpt	annual_season_temp	anonymized_name	area	area_2	c_n_ratio	carbon_perc	clone	cm_to_stem	collection_timestamp	country	cur_land_use	depth	depth_m	description	dna_extracted	drainage_class	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_subject_id	latitude	latitude_deg	longitude	longitude_deg	nitrogen_perc	orig_sample_name	perc_moisture	ph	ph_meth	physical_location_2	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	samp_weight_dna_ext	sample_scientific_name	sample_taxid	sample_type	scientific_name	soil_series	soil_type	store_cond	taxon_id	temperature	title	vineyard
2382.HE003.C181.HA.1.353.root.9.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2011-09-13	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01036	41.01036	-72.53068	-72.53068	Missing: Not provided	HE003.C181.HA.1.353	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.552.rhizo.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-04-12	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	Missing: Not provided	HE003.C181.HA.1.552	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-04-12	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	Missing: Not provided	HE003.C181.HA.1.553	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.751.bulk.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	12.5282	1.075	clone_181	27	2012-09-25	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	0.086	HE003.C181.HA.1.751	0.11	6.55	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	410658	18.4	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.752.rhizo.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.1.752	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.1.753	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.754.leav.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Leaves	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.1.754	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.04	soil metagenome	410658	leaves	plant metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.1.755.gp.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Grapes	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.1.755	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.22	soil metagenome	410658	grapes	plant metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01041	41.01041	-72.53067	-72.53067	Missing: Not provided	HE003.C181.HA.2.127	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2011-09-13	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01039	41.01039	-72.53075	-72.53075	Missing: Not provided	HE003.C181.HA.2.358	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-04-12	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	Missing: Not provided	HE003.C181.HA.2.557	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-04-12	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	Missing: Not provided	HE003.C181.HA.2.558	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.756.bulk.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	13.5859	1.029	clone_181	30	2012-09-25	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	0.076	HE003.C181.HA.2.756	0.11	7.06	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	410658	18.34	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.757.rhizo.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.2.757	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.2.758	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.759.leav.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Leaves	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.2.759	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.04	soil metagenome	410658	leaves	plant metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.2.760.gp.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Grapes	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.2.760	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.22	soil metagenome	410658	grapes	plant metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01026	41.01026	-75.53069	-75.53069	Missing: Not provided	HE003.C181.HA.3.131.r1	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.131.root.6.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS4	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS4	41.01026	41.01026	-75.53069	-75.53069	Missing: Not provided	HE003.C181.HA.3.131	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.363.root.9.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2011-09-13	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01037	41.01037	-72.53025	-72.53025	Missing: Not provided	HE003.C181.HA.3.363	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.561.bulk.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	13.4147	0.886	clone_181	10	2012-04-12	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	0.066	HE003.C181.HA.3.561	0.16	6.95	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	410658	12.54	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-04-12	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	Missing: Not provided	HE003.C181.HA.3.562	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.563.root.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-04-12	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01025	41.01025	-72.53058	-72.53058	Missing: Not provided	HE003.C181.HA.3.563	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.761.bulk.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	13.8017	1.019	clone_181	22	2012-09-25	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	0.074	HE003.C181.HA.3.761	0.11	6.93	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	410658	17.64	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.3.762	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.3.763	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.764.leav.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Leaves	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.3.764	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.04	soil metagenome	410658	leaves	plant metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
2382.HE003.C181.HA.3.765.gp.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	HE003	Not applicable	Not applicable	clone_181	Not applicable	2012-09-25	GAZ:United States of America	crop cover	Not applicable	Not applicable	Grapes	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01036	41.01036	-72.53056	-72.53056	Missing: Not provided	HE003.C181.HA.3.765	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.22	soil metagenome	410658	grapes	plant metagenome	Haven	Coarse-loamy_over_sandy_or_sandy-skeletal.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Hearn_7ft
