sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title
940.CR.23.Fecal	0	0.0	CR.23.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.23.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.23	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.23.Ventral	0	0.0	CR.23.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.23.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Pahranagat roundtail chub	f__Cyprinidae	g__Gila	k__Metazoa	o__Cypriniformes	p__Chordata	Gila robusta	s__Gila_robusta	CR.23	sk__Eukaryota	71757	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.24.Dorsal	0	0.0	CR.24.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.24.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.24	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.24.Gill	0	0.0	CR.24.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.24.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.24	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.24.Oral	0	0.0	CR.24.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.24.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.24	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.24.Ventral	0	0.0	CR.24.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.24.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.24	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.25.Dorsal	0	0.0	CR.25.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.25.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.25	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.25.Gill	0	0.0	CR.25.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.25.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.25	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.25.Oral	0	0.0	CR.25.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.25.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.25	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.25.Ventral	0	0.0	CR.25.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.25.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.25	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.26.Dorsal	0	0.0	CR.26.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.26.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.26	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.26.Gill	0	0.0	CR.26.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.26.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.26	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.26.Oral	0	0.0	CR.26.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.26.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.26	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.26.Ventral	0	0.0	CR.26.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.26.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.26	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.27.Dorsal	0	0.0	CR.27.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.27.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.27	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.27.Gill	0	0.0	CR.27.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.27.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.27	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.27.Oral	0	0.0	CR.27.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.27.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.27	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.27.Ventral	0	0.0	CR.27.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.27.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.27	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.28.Dorsal	0	0.0	CR.28.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.28.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.28	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.28.Fecal	0	0.0	CR.28.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.28.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.28	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.28.Gill	0	0.0	CR.28.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.28.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.28	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.28.Oral	0	0.0	CR.28.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.28.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.28	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.28.Ventral	0	0.0	CR.28.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.28.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.28	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.29.Fecal	0	0.0	CR.29.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.29.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.29	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.29.Ventral	0	0.0	CR.29.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.29.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.29	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.30.Dorsal	0	0.0	CR.30.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.30.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.30	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.30.Fecal	0	0.0	CR.30.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.30.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.30	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
940.CR.30.Gill	0	0.0	CR.30.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.30.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.30	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.30.Oral	0	0.0	CR.30.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.30.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.30	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.30.Ventral	0	0.0	CR.30.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.30.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	common carp	f__Cyprinidae	g__Cyprinus	k__Metazoa	o__Cypriniformes	p__Chordata	Cyprinus carpio	s__Cyprinus_carpio	CR.30	sk__Eukaryota	7962	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.31.Dorsal	0	0.0	CR.31.Dorsal	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.31.Dorsal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.31	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.31.Gill	0	0.0	CR.31.Gill	UBERON:gill	UBERON:mucus	UBERON:gill	2011-10-07	GAZ:United States of America	0	0	CR.31.Gill fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.31	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.31.Oral	0	0.0	CR.31.Oral	UBERON:oral cavity	UBERON:mucus	UBERON:mouth	2011-10-07	GAZ:United States of America	0	0	CR.31.Oral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.31	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.31.Ventral	0	0.0	CR.31.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.31.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	channel catfish	f__Ictaluridae	g__Ictalurus	k__Metazoa	o__Siluriformes	p__Chordata	Ictalurus punctatus	s__Ictalurus_punctatus	CR.31	sk__Eukaryota	7998	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal surface	940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.32.Ventral	0	0.0	CR.32.Ventral	UBERON:skin	UBERON:mucus	UBERON:skin	2011-10-07	GAZ:United States of America	0	0	CR.32.Ventral fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal surface	freshwater biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.32	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True				940	fish metagenome	496924	mucus	fish metagenome	SongColoradoFish
940.CR.33.Fecal	0	0.0	CR.33.Fecal	UBERON:feces	UBERON:feces	UBERON:feces	2011-10-07	GAZ:United States of America	0	0	CR.33.Fecal fish metagenome	True	1427.1875	1427.1875	True	EMP sample	Host-associated	Animal	Animal distal gut	freshwater biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	Not applicable	Not applicable	Not applicable	USA:CO	c__Actinopteri	Not applicable	f__Catostomidae	g__Catostomus	k__Metazoa	o__Cypriniformes	p__Chordata	Catostomus	s__	CR.33	sk__Eukaryota	7969	39.1	39.1	adult	-108.36	-108.36	UCSDMI	True	True	Host-associated	Animal	Animal distal gut	940	fish metagenome	496924	stool	fish gut metagenome	SongColoradoFish
