sample_name	altitude_m	anonymized_name	barcode_number	body_habitat	body_product	body_site	collection_timestamp	country	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	genus	geo_loc_name	gut_physiology	host_class	host_common_name	host_family	host_genus	host_kingdom	host_major_clade	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	species	title	wild_captive
1056.Man.pen.Leip.2	0.0	Man.pen.Leip.2	P1_C2	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-04	GAZ:Germany	0	fecal sample from Chinese pangolin	Myrmecophage	strict ant and termite eater (>95%)	TRUE	361	361.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Manis	Germany	Simple	c__Mammalia	Chinese pangolin	f__Manidae	g__Manis	k__Metazoa	Laurasiatheria	o__Pholidota	p__Chordata	Manis pentadactyla	s__Manis_pentadactyla	1056:Man.pen.Leip.2	sk__Eukaryota	143292	51.333	51.333	adult	12.417	12.417	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	male	pentadactyla	Comparison of microbial flora in ant-eating mammals	captive
1056.Mel.urs.ino.SanDi.1	0.0	Mel.urs.ino.SanDi.1	P1_F3	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-03	GAZ:United States of America	0	fecal sample from Sri Lankan sloth bear	Omnivore	ants, insects, fruits	TRUE	72	72.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Melursus	United States of America	Simple	c__Mammalia	sloth bear	f__Ursidae	g__Melursus	k__Metazoa	Laurasiatheria	o__Carnivora	p__Chordata	Melursus ursinus	s__Melursus_ursinus	1056:Mel.urs.ino.SanDi.1	sk__Eukaryota	9636	32.78	32.78	adult	-117.07	-117.07	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	male	ursinus	Comparison of microbial flora in ant-eating mammals	captive
1056.Myr.tri.Mont.1.0	0.0	Myr.tri.Mont.1.0	P1_F2	UBERON:feces	UBERON:feces	UBERON:feces	2012-05-10	GAZ:France	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	89	89.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	France	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Mont.1.0	sk__Eukaryota	71006	43.6	43.6	adult	3.883	3.883	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	male	tridactyla	Comparison of microbial flora in ant-eating mammals	captive
1056.Myr.tri.Mont.1.1	0.0	Myr.tri.Mont.1.1	P1_G2	UBERON:feces	UBERON:feces	UBERON:feces	2012-05-10	GAZ:France	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	89	89.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	France	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Mont.1.1	sk__Eukaryota	71006	43.6	43.6	adult	3.883	3.883	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	male	tridactyla	Comparison of microbial flora in ant-eating mammals	captive
1056.Myr.tri.Mont.1.2	0.0	Myr.tri.Mont.1.2	P1_H2	UBERON:feces	UBERON:feces	UBERON:feces	2012-01-19	GAZ:France	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	89	89.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	France	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Mont.1.2	sk__Eukaryota	71006	43.6	43.6	adult	3.883	3.883	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	male	tridactyla	Comparison of microbial flora in ant-eating mammals	captive
1056.Myr.tri.Mont.2.0	0.0	Myr.tri.Mont.2.0	P1_A3	UBERON:feces	UBERON:feces	UBERON:feces	2012-05-10	GAZ:France	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	89	89.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	France	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Mont.2.0	sk__Eukaryota	71006	43.6	43.6	adult	3.883	3.883	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	tridactyla	Comparison of microbial flora in ant-eating mammals	captive
1056.Myr.tri.Mont.2.1	0.0	Myr.tri.Mont.2.1	P1_B3	UBERON:feces	UBERON:feces	UBERON:feces	2012-05-10	GAZ:France	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	89	89.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	France	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Mont.2.1	sk__Eukaryota	71006	43.6	43.6	adult	3.883	3.883	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	tridactyla	Comparison of microbial flora in ant-eating mammals	captive
1056.Myr.tri.Seat.05D02	0.0	Myr.tri.Seat05D02	P1_H6	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Seat05D02	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.1.03E03	0.0	Anteater1	P2_F8	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater1	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.1.04J06	0.0	Myr.tri.Seat1.04J06	P1_F7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Seat1.04J06	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.1.07C04	0.0	Myr.tri.Seat1.07C04	P1_G7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Myr.tri.Seat1.07C04	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.10.04F05	0.0	Anteater10	P2_G9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater10	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.11.04F02	0.0	Anteater11	P2_H9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater11	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.12.04F01	0.0	Anteater12	P2_A10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater12	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.13.04I17	0.0	Anteater13	P2_B10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater13	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.14.04K04	0.0	Anteater14	P2_C10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater14	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.15.04D01	0.0	Anteater15	P2_D10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater15	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.16.04I10	0.0	Anteater16	P2_E10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater16	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.17.04K13	0.0	Anteater17	P2_F10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater17	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.18.04L01	0.0	Anteater18	P2_G10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater18	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.19.04L18	0.0	Anteater19	P2_H10	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater19	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.2.03G06	0.0	Anteater2	P2_G8	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater2	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.20.04K11	0.0	Anteater20	P2_A11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater20	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.21.04K01	0.0	Anteater21	P2_B11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater21	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.22.04K17	0.0	Anteater22	P2_C11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater22	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.23.04L06	0.0	Anteater23	P2_D11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater23	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.24.04L12	0.0	Anteater24	P2_E11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater24	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.25.04I12	0.0	Anteater25	P2_F11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater25	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
