sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00144	0	0.0	MS00144	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00144	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00144	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00145	0	0.0	MS00145	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00145	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00145	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00146	0	0.0	MS00146	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00146	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00146	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00147	0	0.0	MS00147	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00147	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00147	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00148	0	0.0	MS00148	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00148	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00148	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00149	0	0.0	MS00149	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00149	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00149	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00150	0	0.0	MS00150	2011-07-13	GAZ:Japan	93-11	26	23	0	Not applicable	Bulk soil 93-11 MS00150	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00150	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00151	0	0.0	MS00151	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil 93-11 MS00151	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00151	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00152	0	0.0	MS00152	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00152	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00152	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00153	0	0.0	MS00153	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00153	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00153	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00154	0	0.0	MS00154	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00154	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00154	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00155	0	0.0	MS00155	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00155	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00155	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00156	0	0.0	MS00156	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00156	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00156	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00157	0	0.0	MS00157	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00157	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00157	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00158	0	0.0	MS00158	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00158	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00158	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00159	0	0.0	MS00159	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00159	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00159	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00160	0	0.0	MS00160	2011-07-13	GAZ:Japan	kasalath	26	23	0	Not applicable	Bulk soil kasalath MS00160	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00160	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00161	0	0.0	MS00161	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil kasalath MS00161	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00161	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00162	0	0.0	MS00162	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00162	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00162	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00163	0	0.0	MS00163	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00163	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00163	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00164	0	0.0	MS00164	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00164	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00164	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00165	0	0.0	MS00165	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00165	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00165	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00166	0	0.0	MS00166	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00166	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00166	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00167	0	0.0	MS00167	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00167	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00167	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00168	0	0.0	MS00168	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00168	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00168	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00169	0	0.0	MS00169	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00169	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00169	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00170	0	0.0	MS00170	2011-07-13	GAZ:Japan	W106	26	23	0	Not applicable	Bulk soil W106 MS00170	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00170	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00171	0	0.0	MS00171	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W106 MS00171	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00171	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00172	0	0.0	MS00172	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00172	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00172	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00173	0	0.0	MS00173	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00173	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00173	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00174	0	0.0	MS00174	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00174	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00174	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
