sample_name	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth_m	description	disease_stat	disease_status	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	wsg84
894.GV1032.lane5.NoIndex.L005	0.0	GV1032	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1032	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1033.lane5.NoIndex.L005	0.0	GV1033	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1033	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1034.lane5.NoIndex.L005	0.0	GV1034	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1034	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1035.lane5.NoIndex.L005	0.0	GV1035	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1035	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1036.lane5.NoIndex.L005	0.0	GV1036	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1036	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1037.lane5.NoIndex.L005	0.0	GV1037	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1037	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1038.lane5.NoIndex.L005	0.0	GV1038	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces	Cryptosporidium sp. EGK3 genotype	Cryptosporidium sp. EGK3 genotype	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1038	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1039.lane5.NoIndex.L005	0.0	GV1039	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1039	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1040.lane5.NoIndex.L005	0.0	GV1040	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1040	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1041.lane5.NoIndex.L005	0.0	GV1041	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1041	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1042.lane5.NoIndex.L005	0.0	GV1042	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1042	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1043.lane5.NoIndex.L005	0.0	GV1043	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1043	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1044.lane5.NoIndex.L005	0.0	GV1044	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1044	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1045.lane5.NoIndex.L005	0.0	GV1045	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1045	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1046.lane5.NoIndex.L005	0.0	GV1046	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1046	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1047.lane5.NoIndex.L005	0.0	GV1047	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1047	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1048.lane5.NoIndex.L005	0.0	GV1048	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces	Cryptosporidium sp. EGK3 genotype	Cryptosporidium sp. EGK3 genotype	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1048	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1049.lane5.NoIndex.L005	0.0	GV1049	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1049	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1050.lane5.NoIndex.L005	0.0	GV1050	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1050	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1051.lane5.NoIndex.L005	0.0	GV1051	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1051	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1052.lane5.NoIndex.L005	0.0	GV1052	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1052	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1053.lane5.NoIndex.L005	0.0	GV1053	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1053	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1054.lane5.NoIndex.L005	0.0	GV1054	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1054	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1055.lane5.NoIndex.L005	0.0	GV1055	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1055	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1056.lane5.NoIndex.L005	0.0	GV1056	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1056	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1057.lane5.NoIndex.L005	0.0	GV1057	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1057	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1058.lane5.NoIndex.L005	0.0	GV1058	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces	Cryptosporidium sp. EGK3 genotype	Cryptosporidium sp. EGK3 genotype	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1058	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1059.lane5.NoIndex.L005	0.0	GV1059	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1059	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1060.lane5.NoIndex.L005	0.0	GV1060	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1060	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1061.lane5.NoIndex.L005	0.0	GV1061	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1061	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1062.lane5.NoIndex.L005	0.0	GV1062	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1062	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1063.lane5.NoIndex.L005	0.0	GV1063	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1063	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1064.lane5.NoIndex.L005	0.0	GV1064	UBERON:feces	UBERON:feces	UBERON:feces	2010-04-14	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1064	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
894.GV1656.lane5.NoIndex.L005	0.0	GV1656	UBERON:feces	UBERON:feces	UBERON:feces	2010-10-15	GAZ:Australia	0	Kangaroo feces		None	TRUE	177.6031	177.6031	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	GV1656	sk__Eukaryota	9322	-37.619704	-37.619704	144.901997	144.901997	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 314843m E 5834308m N
